1,2,3,4,5,6,7,8,9,10,11
2.423988491368142e-05,4.2982731627535786e-05,6.331907049236427e-05,7.878631416691406e-05,9.102948130852241e-05,0.00010007005263378768,0.00010631300744300056,0.00011108633133633445,0.00011444302916776949,0.0001169284304390332,0.00011850078301197968
2.991667561463649e-05,5.3609679477958444e-05,8.013895786679381e-05,0.0001011537942821863,0.00011842457684726383,0.00013174123438707455,0.00014110881995873698,0.0001481696363570903,0.0001531341944650332,0.00015676685501085047,0.00015912354731569271
6.736768807269057e-05,0.000126638840376475,0.00019325489524849422,0.0002504030406691505,0.00029848979601738415,0.0003362307005063704,0.00036300177261449094,0.00038275662147563283,0.0003967162630188719,0.00040691203784974937,0.0004136701093311163
0.00015398894510079654,0.00030722358317445883,0.0004828361876705949,0.0006412539674246686,0.0007776406312457733,0.0008853182752937788,0.0009628316312686096,0.001019068332422039,0.0010589385015058951,0.0010880972670950068,0.001108122634632145
0.0003589171592491797,0.0007533293105097508,0.001217328557741225,0.0016570703144765052,0.0020414859691703746,0.0023444751650303604,0.002563518550628418,0.0027231387989045137,0.002837952328018099,0.0029220356744866656,0.0029810545604604345
0.000843004666472516,0.00184809929478018,0.0030455500294494496,0.004210072819433483,0.005230337059126736,0.006030497701836898,0.006606772672290917,0.007024502059160047,0.007327322647542925,0.007547819338009784,0.00770535534497685
0.0020426837271168468,0.004563176781912622,0.007473105717347395,0.01021559534806569,0.012486610925583326,0.014171864532185253,0.015336938749678964,0.016167136419733656,0.016767504699964457,0.01720143462266801,0.017513930837189884
0.005071026096638989,0.010999921469175913,0.016916425828672532,0.02166934342300243,0.02505586537738511,0.027287838192130355,0.028732542046552796,0.02976051009145001,0.030497656563544716,0.03102728867607028,0.031410767003139016
0.012978979835381897,0.02394258216249473,0.031142203165022985,0.03530286030267012,0.037995119996408346,0.03976802047384244,0.04098611227081385,0.04186310853635773,0.042491091222168154,0.0429522694665993,0.04328857267876746
0.02472526421494452,0.03444924390490526,0.038385674066286526,0.04123971981675386,0.04342340333524107,0.0450387389517221,0.04621434681017512,0.047046029492893965,0.04765036450254109,0.04808378497571897,0.04841933000483104
