1,2,3,4,5,6,7
9.090537151482849e-06,6.356023165307169e-05,9.215492316689973e-05,0.00010138721155467142,0.00010316533042351615,0.00010330498714933328,0.00010325367855075182
1.698844126636741e-05,0.00010610388832198624,0.0001561045535432431,0.00017438103999122356,0.00017939939138192056,0.00018080461596608742,0.00018132266820313603
2.266872556740047e-05,0.0001366923669724544,0.0002027805320323751,0.0002284979183949106,0.00023654133898530494,0.00023922172587828827,0.0002403297754966881
3.089081387895939e-05,0.0001765097352974819,0.0002637066686857905,0.0002997232908975666,0.0003121626858841576,0.0003168108878400085,0.0003188430843060428
2.904854248277733e-05,0.0002024484350300208,0.00030066682244378056,0.00034498432108353254,0.0003633114314075145,0.00037185102901813466,0.00037596616938028225
3.5212617722075966e-05,0.0002480117696809136,0.00036675660400459334,0.00042289914595847373,0.00044793087021885333,0.0004603651093843273,0.0004665005126643888
4.577552422961977e-05,0.0003333417495673466,0.0005005779882612447,0.0005819487762548149,0.0006194826100390931,0.0006383097412394623,0.0006479825538063407
9.080937284353071e-05,0.0004971156560639473,0.0007662940411039545,0.0009004470241314243,0.0009600145173606366,0.000987175701363996,0.0010001131569366585
0.00014076983239087862,0.0006649277851690714,0.0010123532168853338,0.0011944834088284746,0.0012786716149957313,0.0013179099673313141,0.0013370720695484398
0.00020211323445910143,0.0008815904612586178,0.0013389637547240002,0.001586230438871281,0.0017049731223792875,0.0017610753089089307,0.0017889276221063535
0.00028376601890563223,0.001160044815142883,0.001777902213502933,0.0021112764337361707,0.002275556865805712,0.002353915153771043,0.0023943607420008044
0.00045525551800431035,0.0015996636869835671,0.0024122934832808522,0.0028633854334815735,0.003090059066951834,0.0031963463471234165,0.0032526212839937185
0.000791564581075311,0.0022718549048054,0.003308434510887016,0.0039072397290408475,0.004215508335596594,0.004356824351028512,0.004434946366799853
0.0012331863713401282,0.0032108788793521544,0.0045799456558786355,0.005387585626363216,0.005804933081240848,0.00598725966560958,0.006094697221536521
0.001965573841910348,0.00463569509530587,0.00644902961918376,0.007527679890891916,0.008076488592811933,0.008293077252300303,0.008436173888817856
0.005108726895734884,0.010186755716019309,0.013330190339565801,0.015118221790772086,0.01602742533957601,0.016410602099785076,0.01666398880466346
0.00840481831777214,0.015475220714146086,0.019407189803898012,0.021490210053137736,0.02258016773238356,0.023174726656389918,0.023493442286253222
0.024611375669244862,0.03442422216151884,0.039671427985888214,0.04249656393775284,0.04400495356585277,0.04482706818878386,0.045257306837389245
